Datetime,Symbol,Open,High,Low,Close,Adj Close,Volume
2025-09-24,CRM,245.6699981689453,248.83999633789062,243.00999450683594,245.88999938964844,245.88999938964844,6707100
2025-09-24,LUV,33.380001068115234,33.900001525878906,32.970001220703125,33.060001373291016,33.060001373291016,8455100
2025-09-24,NOW,962.6400146484375,973.6300048828125,931.0999755859375,933.3699951171875,933.3699951171875,2021900
2025-09-24,RCL,330.7200012207031,332.2300109863281,325.7300109863281,327.0299987792969,326.0299987792969,1130600
2025-09-24,ROK,345.67999267578125,346.7799987792969,340.6300048828125,342.4800109863281,342.4800109863281,765700
2025-09-24,ROL,55.349998474121094,56.20000076293945,55.029998779296875,56.11000061035156,56.11000061035156,1612800
2025-09-24,ROP,503.489990234375,507.3399963378906,502.3699951171875,505.67999267578125,504.8415832519531,765700
2025-09-24,ROST,146.0,150.47000122070312,146.0,149.42999267578125,149.42999267578125,2689200
2025-09-24,SBAC,198.39999389648438,198.88999938964844,195.2100067138672,195.22999572753906,195.22999572753906,1408500
2025-09-24,SBUX,85.58000183105469,85.6500015258789,84.12999725341797,84.2699966430664,84.2699966430664,9664000
2025-09-24,SHW,342.79998779296875,346.80999755859375,342.45001220703125,342.9599914550781,342.9599914550781,1128200
2025-09-24,SJM,108.0999984741211,110.91000366210938,108.04000091552734,110.31999969482422,110.31999969482422,2592500
2025-09-24,SLB,34.810001373291016,35.15999984741211,34.54999923706055,34.61000061035156,34.61000061035156,14604500
2025-09-24,SMCI,47.22999954223633,48.150001525878906,46.16999816894531,46.20000076293945,46.20000076293945,24991300
2025-09-24,SNA,339.0,342.1300048828125,338.5899963378906,339.4700012207031,339.4700012207031,269500
2025-09-24,SNPS,491.0,491.32000732421875,464.239990234375,468.0899963378906,468.0899963378906,4028400
2025-09-24,SO,93.61000061035156,94.44000244140625,93.16000366210938,94.41000366210938,94.41000366210938,4826500
2025-09-24,SOLV,73.12000274658203,73.2300033569336,71.53500366210938,71.81999969482422,71.81999969482422,827700
2025-09-24,SPG,184.07000732421875,184.67999267578125,182.47999572753906,183.1300048828125,183.1300048828125,1531200
2025-09-24,SPGI,492.55999755859375,493.4200134277344,485.45001220703125,490.739990234375,490.739990234375,2582100
2025-09-24,SRE,86.41000366210938,87.36000061035156,86.12000274658203,87.27999877929688,86.65435791015625,4580500
2025-09-24,STE,247.92999267578125,250.10000610351562,245.49000549316406,245.99000549316406,245.99000549316406,564500
2025-09-24,STLD,136.50999450683594,137.75,136.10000610351562,136.3699951171875,135.8790283203125,905400
2025-09-24,STT,113.20999908447266,113.83999633789062,112.33999633789062,112.95999908447266,112.14208221435547,1257600
2025-09-24,STX,227.72000122070312,231.41000366210938,222.92999267578125,223.6999969482422,222.99708557128906,4121100
2025-09-24,SW,43.66999816894531,44.40999984741211,42.994998931884766,43.25,43.25,2766700
2025-09-24,SWK,75.0199966430664,75.95999908447266,74.88999938964844,75.08999633789062,75.08999633789062,1160800
2025-09-24,SWKS,80.87999725341797,81.91999816894531,80.54000091552734,80.66000366210938,80.66000366210938,1678600
2025-09-24,SYF,75.25,75.50499725341797,73.87000274658203,74.62999725341797,74.62999725341797,2587700
2025-09-24,SYK,372.80999755859375,374.17999267578125,369.3999938964844,371.2200012207031,370.376953125,1684700
2025-09-24,SYY,82.12999725341797,82.56999969482422,81.6500015258789,81.81999969482422,81.2894058227539,2330100
2025-09-24,TDY,569.0,571.8499755859375,562.8400268554688,563.9199829101562,563.9199829101562,290900
2025-09-24,TEL,220.3300018310547,220.57000732421875,214.36000061035156,215.55999755859375,215.55999755859375,2294500
2025-09-24,TER,134.50999450683594,134.6699981689453,131.02999877929688,133.2100067138672,133.2100067138672,3688700
2025-09-24,TGT,87.20999908447266,88.33999633789062,86.87000274658203,88.30999755859375,88.30999755859375,10691700
2025-09-24,TJX,139.50999450683594,141.4499969482422,139.0,140.44000244140625,140.44000244140625,5027700
2025-09-24,TKO,202.0,202.97999572753906,195.67999267578125,195.7899932861328,195.7899932861328,1958800
2025-09-24,TMO,467.8999938964844,471.3299865722656,462.92999267578125,468.0,468.0,2409600
2025-09-24,TMUS,238.19000244140625,242.3699951171875,236.99000549316406,238.39999389648438,238.39999389648438,3683400
2025-09-24,TPL,946.010009765625,960.969970703125,934.2999877929688,935.0,935.0,130700
2025-09-24,TPR,115.87999725341797,117.0,113.22000122070312,113.41999816894531,113.41999816894531,3279100
2025-09-24,TRGP,170.27999877929688,174.1300048828125,170.19000244140625,172.19000244140625,172.19000244140625,1164100
2025-09-24,TROW,104.6500015258789,105.3499984741211,103.0999984741211,103.44999694824219,103.44999694824219,1353800
2025-09-24,TSCO,58.25,58.279998779296875,57.220001220703125,57.349998474121094,57.349998474121094,4808900
2025-09-24,TSLA,429.8299865722656,444.2099914550781,429.0299987792969,442.7900085449219,442.7900085449219,93133600
2025-09-24,TT,407.3800048828125,411.67999267578125,403.3800048828125,404.0899963378906,404.0899963378906,1213300
2025-09-24,TTD,47.095001220703125,47.75,46.43000030517578,46.869998931884766,46.869998931884766,15392200
2025-09-24,TTWO,253.05999755859375,253.05999755859375,239.4600067138672,244.1199951171875,244.1199951171875,2075900
2025-09-24,TXN,181.72000122070312,185.16000366210938,181.10000610351562,184.44000244140625,184.44000244140625,5905100
2025-09-24,TXT,83.0,83.41000366210938,82.56999969482422,82.76000213623047,82.76000213623047,1319400
2025-09-25,CRM,244.5,244.66000366210938,239.49000549316406,240.9499969482422,240.9499969482422,8145500
2025-09-25,LUV,32.880001068115234,32.880001068115234,31.65999984741211,31.93000030517578,31.93000030517578,9892700
2025-09-25,NOW,927.4500122070312,928.1900024414062,910.4600219726562,918.6099853515625,918.6099853515625,1189000
2025-09-25,RCL,322.92999267578125,327.4800109863281,319.70001220703125,324.5299987792969,324.5299987792969,1572300
2025-09-25,ROK,339.1499938964844,341.0799865722656,336.7900085449219,340.0299987792969,340.0299987792969,714500
2025-09-25,ROL,56.220001220703125,56.9900016784668,56.119998931884766,56.439998626708984,56.439998626708984,2039100
2025-09-25,ROP,506.2200012207031,506.82000732421875,492.25,495.0299987792969,494.2092590332031,949300
2025-09-25,ROST,150.07000732421875,150.6300048828125,147.77000427246094,149.4600067138672,149.4600067138672,2758400
2025-09-25,SBAC,196.16000366210938,197.8300018310547,194.8800048828125,195.42999267578125,195.42999267578125,966200
2025-09-25,SBUX,84.54000091552734,84.66999816894531,82.88999938964844,83.83000183105469,83.83000183105469,8670500
2025-09-25,SHW,341.1199951171875,343.010009765625,338.989990234375,340.1000061035156,340.1000061035156,1582400
2025-09-25,SJM,110.94999694824219,111.0,107.56999969482422,107.86000061035156,107.86000061035156,1652800
2025-09-25,SLB,34.41999816894531,34.79999923706055,34.220001220703125,34.59000015258789,34.59000015258789,11619300
2025-09-25,SMCI,45.060001373291016,47.15999984741211,44.20000076293945,46.2400016784668,46.2400016784668,24372200
2025-09-25,SNA,338.55999755859375,339.94000244140625,335.75,336.9800109863281,336.9800109863281,289200
2025-09-25,SNPS,462.5,487.5899963378906,462.0,487.20001220703125,487.20001220703125,3647300
2025-09-25,SO,94.58999633789062,95.05999755859375,93.58000183105469,93.69000244140625,93.69000244140625,6968400
2025-09-25,SOLV,71.06999969482422,71.41999816894531,69.36000061035156,70.45999908447266,70.45999908447266,1279100
2025-09-25,SPG,183.08999633789062,183.77999877929688,182.47999572753906,182.61000061035156,182.61000061035156,1303600
2025-09-25,SPGI,489.3299865722656,490.70001220703125,482.3699951171875,484.94000244140625,484.94000244140625,1933700
2025-09-25,SRE,87.16999816894531,87.6500015258789,86.05999755859375,86.48999786376953,85.8700180053711,3868500
2025-09-25,STE,245.0,245.63999938964844,238.39999389648438,244.19000244140625,244.19000244140625,631700
2025-09-25,STLD,135.75999450683594,138.25,134.8699951171875,136.08999633789062,135.60003662109375,929200
2025-09-25,STT,113.0,114.7699966430664,112.80000305175781,114.23999786376953,113.41281127929688,1425400
2025-09-25,STX,219.9499969482422,222.52999877929688,216.00999450683594,219.85000610351562,219.15919494628906,4200900
